mileage,price,model,year_raw,description,brand,year,engine_size,category
1458.0,8750.0,GSX-S750Z,  2018 Suzuki Sportbike,SCHEDULE A TEST RIDE OR APPLY FOR FINANCING TODAY!,Suzuki,2018,750.0,Sportbike
2366.0,11995.0,GSX R 750,  2018 Suzuki Sportbike,2018 Suzuki GSX-R750,Suzuki,2018,750.0,Sportbike
16023.0,5795.0,DR-Z400SM,  2017 Suzuki Dual Sport,,Suzuki,2017,400.0,Dual Sport
6216.0,15475.0,GSX-R 1000,  2017 Suzuki Sportbike,2017 Suzuki GSX-R1000 ABS,Suzuki,2017,1000.0,Sportbike
12265.0,13900.0,GSX-1300RA HAYABUSA,  2016 Suzuki Standard,"2016 SUZUKI GSX-1300RA HAYABUSA, Look at this power house !!! This is a 2016 Suzuki GSX1300RA .powered by a 1340cc in line 4 cylinder that produce 195 horses to the wheel followed by 113 torque and a top speed restricted is 186 unrestricted this girl is more then likely be in the 200mph club. and with a weight of only 586 pounds the power to weight ratio is crazy. this 2016 Suzuki Hayabusa would make a great daily driver and a nice bike to show out on the weekends so come by Flip My Cycle and see this stunning busa in person",Suzuki,2016,1300.0,Standard
12793.0,2999.0,Burgman 400 ABS,  2016 Suzuki Scooter,,Suzuki,2016,400.0,Scooter
21146.0,5990.0,GSX-S750Z,  2015 Suzuki Sportbike,**CALL or TEXT 608-289-0320!!**,Suzuki,2015,750.0,Sportbike
6001.0,5999.0,V-Strom 650 ABS,  2014 Suzuki Standard,"2014 Suzuki V-Strom 650 ABS,",Suzuki,2014,650.0,Standard
30493.0,7990.0,Boulevard C90T B.O.S.S.,  2013 Suzuki Cruiser,"2013 Suzuki Boulevard C90T B.O.S.S., BOSS!!! PRICED TO MOVE!! @INTEGRITY CYCLES!!  2013 Suzuki® Boulevard C90T B.O.S.S.",Suzuki,2013,90.0,Cruiser
36629.0,7990.0,Boulevard C90T B.O.S.S.,  2013 Suzuki Cruiser,"2013 Suzuki Boulevard C90T B.O.S.S., SWEET PIECE! RARE! HURRY IN! @INTEGRITY CYCLES!!  2013 Suzuki® Boulevard C90T B.O.S.S.",Suzuki,2013,90.0,Cruiser
7943.0,5990.0,Boulevard C50 T,  2013 Suzuki Cruiser,"2013 Suzuki Boulevard C50 T, PERFECT! LOCAL TRADE IN. @INTEGRITY CYCLES!!  2013 Suzuki® Boulevard C50T",Suzuki,2013,50.0,Cruiser
2475.0,5890.0,BOULEVARD M50,  2013 Suzuki Sportbike,2013 Suzuki Boulevard M50,Suzuki,2013,50.0,Sportbike
33143.0,3999.0,Burgman 400 ABS,  2012 Suzuki Scooter,,Suzuki,2012,400.0,Scooter
6313.0,8995.0,GSX-R 600,  2008 Suzuki Sportbike,"2008 Suzuki GSX-R 600, Suzuki GSXR600 2008 - Limited editionImmaculate condition, totally OEM Stock bike, cleanest GSXR600 on the market for this age- One lady owner from new- Very low use and mileage - Never been dropped, no blemishes, wear marks or damage anywhere.Fully serviced and ready to ride.",Suzuki,2008,600.0,Sportbike
20839.0,6799.0,M109rk8 Boulevard,  2008 Suzuki Touring,"2008 Suzuki M109rk8 Boulevard, This Very Powerful M109R in Vivid Black is waiting for you. Call it the best of all worlds. Suzuki s award winning Boulevard M109R an incredible combination of cruiser styling and renowned Suzuki power and handling. By injecting the Boulevard M109R with a potent shot of race-proven technology developed for the championship-winning GSX-R sport bikes, Suzuki has literally redefined the concept of a cruiser. Boulevard M109R s exhilarating performance begins with its 109-cubic-inch, fuel injected V-twin engine. It s tuned to produce massive torque all the way from idle to redline, which translates into acceleration that you have to feel to believe and makes this the most powerful cruiser Suzuki has ever produced. To reward every one of your senses, the big V-twin also produces a throaty, aggressive exhaust note designed to let the world know they re looking at and listing to the hottest cruiser on the road. Like Suzuki s sport bikes, the Boulevard M109R balances extraordinary performance with crisp handling, thanks to a technically advanced chassis and suspension, matched by world-class brakes. And when it comes to wrapping that performance package in cruiser styling, a picture is worth a thousand words. Check out its sleek, flowing lines and GSX-R inspired styling touches, and you ll realize that the Boulevard M109R is in a class of its own. A streamlined headlight cover carrying a unique trapezoidal shaped multi-reflector H4 halogen headlight and a maintenance free LED tail light built into the tailsection - 1783cc, 4-valve DOHC, 54 degree, liquid-cooled, fuel injected V-twin engine designed for strong throttle response and quick acceleration Massive 112mm bore and 90.5mm stroke utilizing huge 112mm forged aluminum alloy pistons with short skirts, and cut away sides riding on chrome moly steel connecting rods Unique new two-stage cam drive system creates a compact cylinder head design and reduces overall engine height and creates a lower center of gravity High-tensile double cradle steel frame is built to comfortably handle all the power and torque while delivering agile handling and a plush smooth ride Spiral spoke cast aluminum alloy wheels measure a 3.50 x 18 inch up front and a massive 8.50 x 18 inch rear tire wearing a huge 240mm rear Dunlop radial tire - The only thing missing is the smile on your face as you are driving on the open highway",Suzuki,2008,109.0,Touring
17231.0,9390.0,GSX R 600,  2008 Suzuki Sportbike,,Suzuki,2008,600.0,Sportbike
11896.0,9495.0,GSX R 1000,  2007 Suzuki Sportbike,,Suzuki,2007,1000.0,Sportbike
17087.0,9995.0,GSX-R1000,  2007 Suzuki Standard,"2007 Suzuki GSX-R1000,",Suzuki,2007,1000.0,Standard
8851.0,2995.0,GZ250,  2006 Suzuki Standard,"2006 Suzuki GZ250,",Suzuki,2006,250.0,Standard
26870.0,5999.0,Boulevard M109 M109R,  2006 Suzuki Cruiser,,Suzuki,2006,109.0,Cruiser
9229.0,2299.0,GZ 250,  2006 Suzuki Cruiser,"2006 Suzuki GZ 250, 2006 Suzuki GZ 250 in very good condition with very low miles only 9k!! This is the PERFECT bike for the city commute or new rider. Excellent gas mileage and lots of fun to ride! call now before this bike rides away with someone else! Runs/shifts/rides perfect. 30 day Unlimited mileage powertrain warranty!! All of our motorcycle go through a vigorous 38 point safety inspection. We know our Customers demand the best, thats why SpinWurkz Certified Pre-owned motorcycles leave our customers raving! We live by our motto. When Quality Matters. We work with multiple lenders & offer the best in Finance. Trades accepted! Come down to see our exceptional inventory SpinWurkz Motorcycles 6585 SEMINOLE BLVD SEMINOLE FL WWW.727RIDE.COM. TEXT ONLY LINE 716-903-4504 OR CALL SHOP AT 727-273-9500. We do not own the rights to this music.",Suzuki,2006,250.0,Cruiser
6890.0,2900.0,BOULEVARD C50,  2006 Suzuki Touring,,Suzuki,2006,50.0,Touring
26356.0,5999.0,Boulevard M109 M109R B.O.S.S.,  2006 Suzuki Cruiser,"Call it the best of all worlds. Introducing the all-new Suzuki Boulevard M109R - an incredible combination of cruiser styling and renowned Suzuki power and handling. By injecting the Boulevard M09R with a potent shot of race-proven technology developed for the championship-winning GSX-R sport bikes, Suzuki has literally redefined the concept of a cruiser.",Suzuki,2006,109.0,Cruiser
18037.0,2999.0,VS800,  1996 Suzuki Standard,"1996 SUZUKI VS800,",Suzuki,1996,800.0,Standard
56397.0,3499.0,Cavalcade GV1400 GV1400GTG,  1986 Suzuki Touring,"1986 Suzuki Cavalcade GV1400, Time to lay back and relax as you take your next Adventure on this Kawasaki Calvacade GS1400 in Metalic Gray with Custom American Flag air Brushed. This bike enters into the category of touring and the first model of the Suzuki gv 1400 generation became widespread in the year 1986, that's why although it may not seem so, we are in front of an a motorcycle generation. To summarize the specifications a little bit, it has an engine displacement of 82.99 ci and a total power of 112.00 hp - 7000 rpm with an four-cylinder v-cylinder engine (v4), 4-stroke with electric start. With Plenty of storage for that two week Adventure and the smoothness of a Luxtury Cruiser, the Calvacade was built before its time. Only aroung 9,000 of them built they are a desiraable bike for someone looking for a Old School Big Cruiser.",Suzuki,1986,1400.0,Touring
14284.0,4750.0,750,  1978 Suzuki Classic / Vintage,"the motor has 14,284 miles on it,vapor honed valvel cover, cylinder head, cylinder,upper & lower engine casings, seviced cylinder head , new valve guide seals, honed cylinder new rings , cleaned carbs, new gaskets new air filter ,powder coated frame & swing arm & other frame parts, zinc plated all nuts & bolts & hardware, new battery, new spark plug caps, replaced all engine gaskets & seals rebuild front shocks , new rear shocks, rebuilt front & rear brake master cylinders & brake calipars new front & rear brake pads, this bike is ready to ride, motor needs to broken in ,i have extra parts for this bike and owners manual and tools. cash only. i have been riding the bike i have 125 miles on the motor, this bike runs and rides very well if it dosent sell, i will keep this one,2 days left you will not see this bike any more, thank you",Suzuki,1978,750.0,Unknown
1.0,16149.0,GSX-R1000,New 2023 Suzuki Standard,,Suzuki,2023,1000.0,Standard
1.0,8599.0,Burgman 400,New 2023 Suzuki Scooter,"2023 Suzuki Burgman 400, Additional $250 discount for Military and First Responder. Requires ID. Military and First Responder Appreciation Incentive available now through March 31, 2022. When either a first responder in law enforcement, fire and rescue services, or emergency medical services (First Responder) or an active or retired member of the United States armed forces (Military) purchases an eligible new Suzuki motorcycle, scooter, or ATV, they will receive a $250 Military and First Responder Appreciation Incentive. MSRP/Our price includes factory to dealer incentive and does not include 590 destination charge (Includes 150 Suzuki freight surcharge.  2023 Suzuki Burgman 400",Suzuki,2023,400.0,Scooter
0.0,9104.0,V-Strom 650,New 2023 Suzuki Dual Sport,"Renowned for versatility, reliability, and value, Suzukis V-Strom 650 models have attracted many riders who use their motorcycles for touring, commuting, or a fun ride when the spirit moves them. These are touchstone motorcycles balanced with a natural riding position, comfortable seat, and a flexible engine character that produces stress-free riding during brief daily use or a high-mile adventure.",Suzuki,2023,650.0,Dual Sport
0.0,4499.0,RM85,New 2023 Suzuki Dirt Bike,"2023 Suzuki RM85, Please call or text our internet department for further information. 865-985-4126  2023 Suzuki RM85",Suzuki,2023,85.0,Dirt Bike
0.0,8599.0,Burgman 400,New 2023 Suzuki Scooter,"Known as the Elegant Athlete of the scooter world, the 2023 Suzuki Burgman 400 has a unmatched collection of styling, technical, and rider features that affirms its dominance over its competitors. The slim and sharp styling is coated with a new Solid Iron Gray paint scheme with blue wheels that further emphasize the Burgmans luxury performance appearance.",Suzuki,2023,400.0,Scooter
0.0,18299.0,GSX-R1000RZ,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R1000RZ, 2023 Suzuki GSX-R1000RZ, the 2023 GSX-R1000s versatile engine provides class-leading power that is delivered smoothly and controllably across a broad rpm range. Like the original GSX-R1000, the 2023s compact chassis delivers nimble handling with excellent suspension feel and braking control, ready to conquer a racetrack or cruise a country road. Advanced electronic rider aids such as traction control and a bi-directional quick shifter enhance the riding experience while the distinctive, aerodynamic GSX-R bodywork slices through the wind. Financing available. give us a call at 817-695-1600 for more info.  2023 Suzuki GSX-R1000RZ",Suzuki,2023,1000.0,Sportbike
0.0,12849.0,GSX-R750,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985. Today, the 2023 GSX-R750 continues Suzukis tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis.",Suzuki,2023,750.0,Sportbike
0.0,7849.0,SV650 ABS,New 2023 Suzuki Sportbike,"Suzuki riders struck motorcycling gold when the first SV650 debuted in 1999. Since then, this iconic motorcycle has seen continual improvements while still embodying the sporty personality that only a lively, mid-sized V-twin roadster can deliver. The 2023 SV650 ABS has a polished powerplant that provides surprising performance with low emissions and outstanding fuel economy, mounted in a trim and lightweight chassis that delivers a sporty, exciting ride.",Suzuki,2023,650.0,Sportbike
3.0,16149.0,GSX-R1000,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R1000, Please call or text our internet department for further information. 865-985-4126  2023 Suzuki GSX-R1000",Suzuki,2023,1000.0,Sportbike
0.0,12849.0,GSX-R750,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985. Today, the 2023 GSX-R750 continues Suzukis tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis.",Suzuki,2023,750.0,Sportbike
0.0,7799.0,DR-Z400SM,New 2023 Suzuki Dual Sport,"2023 Suzuki DR-Z400SM, 2023 Suzuki DR-Z400SM",Suzuki,2023,400.0,Dual Sport
3.0,7799.0,DR-Z400SM,New 2023 Suzuki Dual Sport,"Suzuki's 2023 SuperMoto DR-Z400SM is based on the proven DR-Z400S. So it combines Supermotard style and features in a narrow, lightweight, street-legal package. This bike brings off-road soul and fun to paved roads. Its not uncommon to take the SuperMoto down a twisty forest road, around tight canyon corners, or through commuter traffic.",Suzuki,2023,400.0,Dual Sport
0.0,7749.0,DR-Z400SM,New 2023 Suzuki Dual Sport,"2023 Suzuki DR-Z400SM, 2023 Suzuki DR-Z400SM",Suzuki,2023,400.0,Dual Sport
0.0,8599.0,Burgman 400,New 2023 Suzuki Scooter,"2023 Suzuki Burgman 400, 2023 Suzuki Burgman 400, The slim and sharp styling is coated with a new Solid Iron Gray paint scheme with blue wheels that further emphasize the Burgmans luxury performance appearance. The Burgmans nose and tail blend style with full LED function, as the dual headlights have integrated position lights, while the rear combination taillight elegantly blends with the smooth bodywork. A functional design is applied to the instrument cluster that clearly shows riding range and real-time fuel consumption that will help the rider conserve fuel. financing available. Give us a call at 817-695-1600 for more info.  2023 Suzuki Burgman 400",Suzuki,2023,400.0,Scooter
3.0,16149.0,GSX-R1000,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R1000, Please call or text our internet department for further information. 865-985-4126  2023 Suzuki GSX-R1000",Suzuki,2023,1000.0,Sportbike
1.0,8509.0,GSX-S750Z ABS,New 2022 Suzuki Sportbike,"The GSX-S750Z ABS blends GSX-R750-derived engine performance with an ergonomically sound chassis to fashion a naked sportbike that gathers attention everywhere you ride it, thanks to its aggressive appearance. The 2022 GSX-S750Z ABSs striking Metallic Triton Blue and Glass Sparkle Black bodywork is complemented by a blacked-out engine and select chassis components. Fluorescent yellow logos and graphics on the bodywork and wheels accent the GSX-S750Z ABSs aggressive styling. Strong performance, and comfortable riding posture set the GSX-S750Z ABS apart from other middleweight...",Suzuki,2022,750.0,Sportbike
1.0,4999.0,Burgman 200,New 2022 Suzuki Scooter,"2022 Suzuki Burgman 200, Additional $250 discount for Military and First Responder. Requires ID. Military and First Responder Appreciation Incentive available now through March 31, 2022. When either a first responder in law enforcement, fire and rescue services, or emergency medical services (First Responder) or an active or retired member of the United States armed forces (Military) purchases an eligible new Suzuki motorcycle, scooter, or ATV, they will receive a $250 Military and First Responder Appreciation Incentive. MSRP/Our price includes factory to dealer incentive and does not include 560 destination charge (Includes 150 Suzuki freight surcharge.  2022 Suzuki Burgman 200",Suzuki,2022,200.0,Scooter
1.0,8509.0,GSX-S750Z ABS,New 2022 Suzuki Sportbike,"The GSX-S750Z ABS blends GSX-R750-derived engine performance with an ergonomically sound chassis to fashion a naked sportbike that gathers attention everywhere you ride it, thanks to its aggressive appearance. The 2022 GSX-S750Z ABSs striking Metallic Triton Blue and Glass Sparkle Black bodywork is complemented by a blacked-out engine and select chassis components. Fluorescent yellow logos and graphics on the bodywork and wheels accent the GSX-S750Z ABSs aggressive styling. Strong performance, and comfortable riding posture set the GSX-S750Z ABS apart from other middleweight...",Suzuki,2022,750.0,Sportbike
1.0,8509.0,GSX-S750Z ABS,New 2022 Suzuki Sportbike,"The GSX-S750Z ABS blends GSX-R750-derived engine performance with an ergonomically sound chassis to fashion a naked sportbike that gathers attention everywhere you ride it, thanks to its aggressive appearance. The 2022 GSX-S750Z ABSs striking Metallic Triton Blue and Glass Sparkle Black bodywork is complemented by a blacked-out engine and select chassis components. Fluorescent yellow logos and graphics on the bodywork and wheels accent the GSX-S750Z ABSs aggressive styling. Strong performance, and comfortable riding posture set the GSX-S750Z ABS apart from other middleweight...",Suzuki,2022,750.0,Sportbike
1260.0,16392.0,GSX-R1000,  2022 Suzuki Sportbike,"In 1985, Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, Superbike performance became available to riders everywhere.",Suzuki,2022,1000.0,Sportbike
0.0,4399.0,RM85,New 2022 Suzuki Dirt Bike,"2022 Suzuki RM85, 2022 Suzuki RM85",Suzuki,2022,85.0,Dirt Bike
3650.0,16879.0,GSX-R 1000 ABS,  2022 Suzuki Sportbike,2022 Suzuki GSX-R1000 ABS,Suzuki,2022,1000.0,Sportbike
0.0,8449.0,GSX-S750Z ABS,New 2022 Suzuki Sportbike,"The GSX-S750Z ABS blends GSX-R750-derived engine performance with an ergonomically sound chassis to fashion a naked sportbike that gathers attention everywhere you ride it, thanks to its aggressive appearance. The 2022 GSX-S750Z ABSs striking Metallic Triton Blue and Glass Sparkle Black bodywork is complemented by a blacked-out engine and select chassis components. Fluorescent yellow logos and graphics on the bodywork and wheels accent the GSX-S750Z ABSs aggressive styling. Strong performance, and comfortable riding posture set the GSX-S750Z ABS apart from other middleweight...",Suzuki,2022,750.0,Sportbike
1776.0,8495.0,SV650X,  2019 Suzuki Standard,"2019 SUZUKI SV650X, Cyclemax Pre-Owned 2019 Suzuki SV650XExcellent Condition and With Only 1770 miles.Upgraded Puig Windscreen & Frame Sliders * Our Advertised Price is our best price and is offered to everyone, no need to haggle.* Price Includes all Dealer Fees and Charges. NO OTHER HIDDEN CHARGES !* Only your State Sales Tax, Insp, Title And Registration Fees are Additional.TRADES WELCOME! We buy bikes also! We will make a fair offer for your bike whether you buy a bike from us or not.CYCLEMAX SPECIALIZES IN QUALITY PRE-OWNED MOTORCYCLES.Cyclemax pre-owned motorcycles are always fully inspected by our certified technicians, we perform any needed service and maintenance and guarantee the bike to be in perfect working order.Extended Warranties Available.Financing Available with approved credit.Delivery to your door available.   Key Features",Suzuki,2019,650.0,Standard
6172.0,7995.0,DR-Z 400SM,  2019 Suzuki Standard,"2019 Suzuki DR-Z 400SM,   4-stroke, single cylinder, DOHC  398cc  3.54 x 2.44 in. (90.0 x 62.6 mm)  Liquid  11.3:1  Mikuni BSR36, single carburetor  Electronic ignition (CDI)  5-speed constant mesh  Chain, RK520KZ0, 110 links  Inverted telescopic, coil spring, oil damped, adjustable damping force  Link type, coil spring, oil damped, adjustable spring preload and damping force  Disc brake, single floating rotor  Disc brake, single rotor  120/70 R17 M/C 58H, tube type  140/70 R17 M/C 66H, tube type  57.5 in. (1460 mm)  35.0 in. (890 mm)  2.6 US gal. (10.0 L)  Curb Weight: 322 lb. (146 kg)  Solid White No. 2 with Red, Solid White No. 2 with Blue",Suzuki,2019,400.0,Standard
6551.0,11995.0,GSX-R 750,  2019 Suzuki Sportbike,"2019 Suzuki GSX-R 750,   4-stroke, 4-cylinder, DOHC  750cc  2.756 in. x 1.917 in. (70.0 mm x 48.7 mm)  Liquid  12.5:1  Suzuki fuel injection with SDTV  Electronic ignition (transistorized)  6-speed constant mesh  Chain, RK525ROZ5Y, 116 links  Inverted telescopic, coil spring, oil damped  Link type, single shock, coil spring, oil damped  Brembo, 4-piston, twin disc  Nissin, 1-piston, single disc  120/70ZR17M/C (58W), tubeless  180/55ZR17M/C (73W), tubeless  44.7 in. (1135 mm)  31.9 in. (810 mm)  4.5 US gal. (17.0 L)  Curb Weight: 419 lb. (190 kg)  Glass Sparkle Black/Pearl Glacier White, Metallic Matte Black No.2/Glass Sparkle Black",Suzuki,2019,750.0,Sportbike
17300.0,5995.0,SV650,  2018 Suzuki Standard,"Suzuki continues to refine this iconic motorcycle that embodies the sporty personality that only a lively, mid-sized V-twin roadster can deliver. The SV650 has a polished powerplant that provides surprising performance with low emissions and outstanding fuel economy, mated to refined trim and lightweight chassis that delivers a sporty, exciting ride. Like its predecessors, the 2018 SV650 promises to have the sparkling performance, style and value that a broad range of riders will enjoy.",Suzuki,2018,650.0,Standard
25217.0,10988.0,GSX-R600,  2018 Suzuki Sportbike,,Suzuki,2018,600.0,Sportbike
39900.0,12500.0,GSX-R1000 ABS,  2017 Suzuki Standard,"2017 SUZUKI GSX-R1000 ABS, Ride Today !!! This Motorcycle Is a 2017 Suzuki GSX-R 1000 and its a beast! The suzuki 1000cc super sport is a ball to ride but you best know what you doing when you tangle with this motorcycle. GSX-R 1000 is light weight and very nimble. only weighing 445 pounds and produces 180 horses to the wheel followed by 87 ft pounds of torque the Suzuki GSX-R 1000 is fed by a 4.2 Gallon tank the offers the rider a impressive 36 miles to the gallon making it a great option for a daily driver so come by Flip My Cycle and check out the 2017 Suzuki GSX-R1000 in person. or check out are web site FlipMyCycle.com",Suzuki,2017,1000.0,Standard
21226.0,8495.0,V-Strom 650 XT 650XT,  2017 Suzuki Dirt Bike,"Renowned for its versatility, reliability and value, the V-Strom 650 has attracted many riders who use it for touring, commuting, or a fun ride when the spirit moves them. It is a touchstone motorcycle balanced with a natural riding position, comfortable seat and a flexible engine character that produces stress-free riding during brief daily use or a high-mile adventure. The new 2017 V-Strom 650 now mimics the looks of the V-Strom 1000, unifying the V-Strom family. This new V-Strom has increased engine performance and great fuel economy while achieving world-wide emission standards. A number of other updates, including weight savings and a thinner chassis, has resulted in a V-Strom that is more versatile, more controllable, and more accessible to elevate its total performance so its simply More V-Strom. And thats what a rider wants; more of a good ride.",Suzuki,2017,650.0,Dirt Bike
11405.0,7999.0,V STROM 1000 ABS,  2014 Suzuki Touring,"2014 Suzuki V-Strom 1000 ABS with only 11,405 miles!",Suzuki,2014,1000.0,Touring
19531.0,11900.0,GSX-R1000L4 STR 1000R,  2014 Suzuki Standard,"2014 SUZUKI GSX-R1000L4 STR, Rocket Ship !!! This motorcycle is not for new or beginner motorcyclist. lets take a look at this 2014 Suzuki GSX-R 1000 is a super light power house the GSX-R 1000 only weighs 448 pounds wet and is pushing 182 horses to the wheel followed by 86 pounds of torque with a 4.6 gallon tank the GSX-R 1000 offers the rider a impressive 44 miles per gallon. This 2014 Suzuki leader bike would offer a advanced rider a great daily driver with lot of power and amazing gas mileage so come by Flip My Cycle and check out this stunning 2014 GSX-R 1000 In person",Suzuki,2014,1000.0,Standard
14485.0,5995.0,Burgman 650 Exec 650 EXECUTIVE,  2012 Suzuki Scooter,,Suzuki,2012,650.0,Scooter
12908.0,8990.0,Boulevard M109R,  2008 Suzuki Cruiser,"2008 Suzuki Boulevard M109R, 100093B 2008 Suzuki Boulevard M109R - $8990 Black, 12,908 miles, 1,800cc, motorcycle maxx ask about our to your driveway delivery service!!",Suzuki,2008,109.0,Cruiser
27312.0,3999.0,BOULEVARD C50T C50 T,  2008 Suzuki Cruiser,Displacement:,Suzuki,2008,50.0,Cruiser
4767.0,13999.0,Boulevard C50,  2007 Suzuki Cruiser,,Suzuki,2007,50.0,Cruiser
18103.0,4500.0,VL1500T C90T,  2006 Suzuki Cruiser,"2006 SUZUKI VL1500T C90T,   2006 Suzuki VL1500T for sale. 18,103 miles Good condition Just serviced  New battery Windscreen BagsReady to tour!",Suzuki,2006,1500.0,Cruiser
16778.0,3499.0,Boulevard C50T C50 T,  2006 Suzuki Cruiser,"This   2006 Suzuki Boulevard C50 is for sale at Southeast Sales located in Milwaukee, Wisconsin. Contact Southeast Sales today to SCHEDULE A TEST-RIDE. If this isn't the exact powersport vehicle you're looking for don't hesitate to go back and REVISE YOUR SEARCH. We're sure to have the perfect vehicle for you in our showroom in Milwaukee. We host one of the largest selections of new and   powersports in the Milwaukee area. Visit Southeast Sales, your WI powersports dealership. Wisconsins premier new &   atv, motorcycle and side x side dealer, we'll help you ride home on a new vehicle today!",Suzuki,2006,50.0,Cruiser
19950.0,6699.0,GSX-R600,  2006 Suzuki Sportbike,,Suzuki,2006,600.0,Sportbike
2440.0,2995.0,GS500FK4,  2004 Suzuki Standard,"2004 SUZUKI GS500FK4, Cyclemax Pre-Owned 2004 Suzuki GS500FK4Fair Condition and only 2440 milesBrand New Tires!* Our Advertised Price is our best price and is offered to everyone, no need to haggle.* Price Includes all Dealer Fees and Charges. NO OTHER HIDDEN CHARGES !* Only your State Sales Tax, Insp, Title And Registration Fees are Additional.TRADES WELCOME! We buy bikes also! We will make a fair offer for your bike whether you buy a bike from us or not.CYCLEMAX SPECIALIZES IN QUALITY PRE-OWNED MOTORCYCLES.Cyclemax pre-owned motorcycles are always fully inspected by our certified technicians, we perform any needed service and maintenance and guarantee the bike to be in perfect working order.Extended Warranties Available.Financing Available with approved credit.Delivery to your door available.",Suzuki,2004,500.0,Standard
0.0,7099.0,DR-Z400S,New 2023 Suzuki Dual Sport,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt.",Suzuki,2023,400.0,Dual Sport
0.0,7099.0,DR-Z400S,New 2023 Suzuki Dual Sport,"This New 2023 Suzuki DR-Z400S Dirt Bike is for sale at McKibben Powersports located in Lake Wales, Florida. Reach out to McKibben Powersports today, CONTACT US. If this isn't the exact powersports vehicle you're looking for don't hesitate to go back and REVISE YOUR SEARCH. We're sure to have the perfect choice for you in our showroom in Florida. Visit McKibben Powersports, Floridas premier Powersports dealership.",Suzuki,2023,400.0,Dual Sport
0.0,16149.0,GSX-R1000,New 2023 Suzuki Sportbike,"This New 2023 Suzuki GSX-R1000 Motorcycle is for sale at McKibben Powersports located in Lake Wales, Florida. Reach out to McKibben Powersports today, CONTACT US. If this isn't the exact powersports vehicle you're looking for don't hesitate to go back and REVISE YOUR SEARCH. We're sure to have the perfect choice for you in our showroom in Florida. Visit McKibben Powersports, Floridas premier Powersports dealership.",Suzuki,2023,1000.0,Sportbike
0.0,18199.0,GSX-R1000R,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere.",Suzuki,2023,1000.0,Sportbike
0.0,7099.0,DR-Z400S,New 2023 Suzuki Dual Sport,"The 2023 DR-Z400S is the latest version of the motorcycle that is the foundation of the modern DualSport movement. Starting with the DR350S and then again with the DR-Z400S, Suzuki makes fun, dependable, and capable motorcycles available to anyone who is ready to take a ride down their favorite off-road trail or ribbon of asphalt.",Suzuki,2023,400.0,Dual Sport
0.0,9149.0,GSX-S750Z ABS,New 2023 Suzuki Cruiser,"The 2023 GSX-S750Z ABS blends GSX-R750-derived engine performance with an ergonomically sound chassis to fashion a naked sportbike that gathers attention everywhere you ride it, thanks to its aggressive appearance. The GSX-S750Z ABSs Metallic Oort Gray and Glass Sparkle Black bodywork is complemented by a blacked-out engine and select chassis components. Sharp, angular logos and graphics on the bodywork accent the GSX-S750Z ABSs aggressive styling. Strong performance, and comfortable riding posture set the GSX-S750Z ABS apart from other middleweight sportbikes, and many of...",Suzuki,2023,750.0,Cruiser
0.0,7799.0,DR-Z400SM,New 2023 Suzuki Dual Sport,"Suzuki's 2023 SuperMoto DR-Z400SM is based on the proven DR-Z400S. So it combines Supermotard style and features in a narrow, lightweight, street-legal package. This bike brings off-road soul and fun to paved roads. Its not uncommon to take the SuperMoto down a twisty forest road, around tight canyon corners, or through commuter traffic.",Suzuki,2023,400.0,Dual Sport
0.0,12849.0,GSX-R750,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985. Today, the 2023 GSX-R750 continues Suzukis tradition of building Supersport bikes powered by a strong engine carried in a lightweight and nimble chassis.",Suzuki,2023,750.0,Sportbike
0.0,7799.0,DR-Z400SM,New 2023 Suzuki Dual Sport,"Suzuki's 2023 SuperMoto DR-Z400SM is based on the proven DR-Z400S. So it combines Supermotard style and features in a narrow, lightweight, street-legal package. This bike brings off-road soul and fun to paved roads. Its not uncommon to take the SuperMoto down a twisty forest road, around tight canyon corners, or through commuter traffic.",Suzuki,2023,400.0,Dual Sport
